tckt_id,acct_ref,sub_ref,tckt_cat,prio_cd,tckt_stat,opened_ts,first_resp_ts,resolved_ts,assigned_agent,contact_channel,sla_hrs,csat_score,internal_note
TCK00718,AC084,SUB01554,technical,high,reopened,2024-06-01 00:00:00,2024-06-03 07:00:00,2024-06-04 06:00:00,Anna Kowalska,,4.0,3.0,customer angry
TCK00719,AC087,SUB01014,account,low,resolved,2022-04-24 00:00:00,,,Tom Wilson,,,4.0,
TCK00720,AC098,SUB00636,technical,high,pending,2023-12-17 00:00:00,2023-12-17 17:00:00,2023-12-19 00:00:00,A. Kowalska,,48.0,,customer angry
TCK00721,AC072,SUB00463,account,urgent,pending,2023-06-19 00:00:00,2023-06-21 13:00:00,2023-06-24 13:00:00,John Miller,phone,24.0,,customer angry
TCK00722,AC108,,technical,low,open,2022-12-28 00:00:00,2022-12-29 07:00:00,2023-01-06 04:00:00,,email,8.0,1.0,follow up needed
TCK00723,AC065,SUB02519,technical,,reopened,2023-04-25 00:00:00,2023-04-26 00:00:00,2023-04-29 16:00:00,,phone,24.0,,
TCK00724,AC021,SUB00065,technical,medium,resolved,2023-11-03 00:00:00,2023-11-05 16:00:00,,A. Kowalska,web,,5.0,follow up needed
TCK00725,AC121,SUB00276,,high,reopened,2024-03-09 00:00:00,2024-03-09 08:00:00,2024-03-11 03:00:00,John Miller,chat,48.0,1.0,customer angry
TCK00726,AC005,,feature_request,medium,resolved,2022-09-04 00:00:00,,,Anna Kowalska,web,,4.0,
TCK00727,AC139,,feature_request,medium,pending,2022-09-29 00:00:00,2022-10-01 22:00:00,,A. Kowalska,EMAIL,48.0,5.0,
TCK00728,AC014,SUB00200,,urgent,resolved ,2022-02-24 00:00:00,2022-02-25 23:00:00,,A. Kowalska,chat,24.0,2.0,
TCK00729,AC090,SUB00182,feature_request,low,resolved ,2022-06-30 00:00:00,2022-07-02 19:00:00,2022-07-08 08:00:00,Anna Kowalska,,8.0,1.0,follow up needed
TCK00730,AC058,SUB00960,billing,,resolved,2022-04-28 00:00:00,,,Marek Nowak,email,,1.0,
TCK00731,AC167,SUB00232,technical,high,closed,2022-08-20 00:00:00,2022-08-22 03:00:00,2022-08-23 05:00:00,Marek Nowak,chat,8.0,3.0,
TCK00732,AC018,,other,,closed,2023-12-24 00:00:00,2023-12-24 00:00:00,,Emily Davis,,8.0,2.0,
TCK00733,AC167,SUB00960,technical,high,closed,2023-11-29 00:00:00,,,Sarah Brown,email,48.0,4.0,
TCK00734,AC011,SUB02360,,low,reopened,2022-01-22 00:00:00,2022-01-23 09:00:00,2022-01-25 05:00:00,Tom Wilson,web,,1.0,
TCK00735,AC008,SUB02450,billing,,resolved ,2024-06-13 00:00:00,2024-06-13 14:00:00,,Emily Davis,chat,,5.0,follow up needed
TCK00736,AC064,SUB01314,,high,closed,2024-02-13 00:00:00,2024-02-13 12:00:00,,,,24.0,5.0,
TCK00737,AC052,SUB00587,account,high,resolved ,2023-11-11 00:00:00,2023-11-12 22:00:00,2023-11-21 18:00:00,Tom Wilson,EMAIL,,4.0,customer angry
TCK00738,AC006,SUB02136,feature_request,medium,resolved ,2022-10-04 00:00:00,2022-10-04 02:00:00,,Sarah Brown,phone,48.0,1.0,follow up needed
TCK00739,AC160,SUB01231,billing,medium,closed,2023-08-15 00:00:00,2023-08-17 07:00:00,2023-08-25 06:00:00,John Miller,phone,,4.0,billing escalation
TCK00740,AC040,SUB02281,other,urgent,resolved,2022-06-29 00:00:00,2022-06-30 20:00:00,2022-07-05 01:00:00,Emily Davis,chat,4.0,5.0,billing escalation
TCK00741,AC062,SUB00718,other,high,resolved,2023-12-20 00:00:00,2023-12-20 15:00:00,2023-12-25 12:00:00,John Miller,email,48.0,,follow up needed
TCK00742,AC033,SUB01750,other,medium,resolved,2023-04-23 00:00:00,2023-04-25 18:00:00,2023-05-02 10:00:00,,phone,4.0,3.0,customer angry
TCK00743,AC122,SUB00193,account,,open,2023-04-10 00:00:00,,,Anna Kowalska,web,24.0,1.0,
TCK00744,AC172,SUB01562,technical,high,resolved,2022-12-27 00:00:00,2022-12-27 00:00:00,,,,,2.0,customer angry
TCK00745,AC030,SUB01306,billing,high,pending,2024-01-01 00:00:00,2024-01-02 01:00:00,2024-01-11 21:00:00,Anna Kowalska,web,24.0,2.0,
TCK00746,AC145,SUB01673,account,,resolved,2023-03-09 00:00:00,2023-03-09 12:00:00,2023-03-19 08:00:00,Sarah Brown,EMAIL,48.0,,
TCK00747,AC056,,other,medium,resolved,2024-04-03 00:00:00,2024-04-04 01:00:00,2024-04-08 12:00:00,Emily Davis,email,24.0,5.0,
TCK00748,AC120,SUB02204,other,urgent,resolved ,2023-07-13 00:00:00,2023-07-15 07:00:00,,Tom Wilson,EMAIL,24.0,4.0,
TCK00749,AC180,SUB00924,other,low,closed,2023-03-14 00:00:00,2023-03-16 04:00:00,2023-03-25 22:00:00,John Miller,chat,,3.0,follow up needed
TCK00750,AC066,SUB00592,other,high,open,2023-08-18 00:00:00,2023-08-18 16:00:00,2023-08-28 07:00:00,A. Kowalska,chat,48.0,,customer angry
TCK00751,AC095,SUB00237,billing,low,resolved,2023-04-19 00:00:00,2023-04-21 18:00:00,2023-04-22 08:00:00,John Miller,phone,,1.0,
TCK00752,AC043,SUB01707,,,resolved ,2023-08-03 00:00:00,2023-08-04 18:00:00,2023-08-06 02:00:00,,,4.0,,follow up needed
TCK00753,AC156,SUB00550,,medium,resolved,2023-06-13 00:00:00,2023-06-15 15:00:00,,Emily Davis,,4.0,4.0,billing escalation
TCK00754,AC156,SUB01045,other,low,reopened,2023-12-06 00:00:00,2023-12-06 08:00:00,,John Miller,chat,8.0,1.0,
TCK00755,AC030,SUB00324,billing,high,closed,2022-01-26 00:00:00,2022-01-28 08:00:00,2022-02-07 06:00:00,,chat,8.0,5.0,
TCK00756,AC042,SUB01520,billing,urgent,pending,2024-04-21 00:00:00,2024-04-23 08:00:00,2024-04-29 22:00:00,Anna Kowalska,chat,8.0,,follow up needed
TCK00757,AC080,,account,high,resolved ,2022-06-24 00:00:00,2022-06-26 21:00:00,2022-07-02 00:00:00,John Miller,EMAIL,48.0,3.0,
TCK00758,AC028,SUB00781,feature_request,medium,open,2023-02-05 00:00:00,2023-02-05 13:00:00,2023-02-14 06:00:00,Emily Davis,web,4.0,5.0,
TCK00759,AC149,,,,closed,2022-01-12 00:00:00,2022-01-12 04:00:00,2022-01-21 17:00:00,Anna Kowalska,phone,8.0,4.0,
TCK00760,AC007,SUB02478,technical,high,reopened,2022-10-11 00:00:00,,,,chat,24.0,,billing escalation
TCK00761,AC080,SUB00299,,,resolved,2023-02-04 00:00:00,2023-02-04 22:00:00,2023-02-08 17:00:00,,,8.0,3.0,
TCK00762,AC148,,,urgent,closed,2023-02-08 00:00:00,,,,EMAIL,8.0,5.0,billing escalation
TCK00763,AC174,SUB02290,account,,reopened,2024-03-05 00:00:00,2024-03-06 09:00:00,,Tom Wilson,EMAIL,,4.0,customer angry
TCK00764,AC097,SUB00856,,medium,pending,2022-02-16 00:00:00,,,John Miller,,4.0,4.0,
TCK00765,AC102,SUB01364,technical,urgent,closed,2022-11-28 00:00:00,2022-11-29 06:00:00,,John Miller,email,,3.0,customer angry
TCK00766,AC051,SUB00063,other,low,pending,2022-02-08 00:00:00,2022-02-08 09:00:00,2022-02-12 09:00:00,Tom Wilson,email,48.0,4.0,follow up needed
TCK00767,AC020,SUB00779,feature_request,urgent,resolved ,2023-10-15 00:00:00,2023-10-16 01:00:00,,Emily Davis,chat,8.0,,follow up needed
TCK00768,AC152,SUB00481,billing,low,pending,2023-03-21 00:00:00,2023-03-22 00:00:00,,Anna Kowalska,chat,4.0,3.0,
TCK00769,AC177,SUB01962,,,closed,2023-08-05 00:00:00,2023-08-05 09:00:00,2023-08-12 16:00:00,Marek Nowak,chat,,4.0,billing escalation
TCK00770,AC161,SUB02476,billing,urgent,closed,2022-12-27 00:00:00,2022-12-29 23:00:00,2023-01-07 13:00:00,A. Kowalska,email,,1.0,follow up needed
TCK00771,AC063,SUB01625,technical,low,reopened,2024-03-12 00:00:00,2024-03-12 12:00:00,,,phone,4.0,2.0,
TCK00772,AC027,SUB02262,technical,high,open,2024-04-28 00:00:00,2024-04-29 21:00:00,,,EMAIL,8.0,5.0,billing escalation
TCK00773,AC179,SUB01160,billing,,closed,2023-05-28 00:00:00,2023-05-28 07:00:00,2023-06-06 20:00:00,Emily Davis,,4.0,1.0,
TCK00774,AC078,SUB02186,technical,medium,reopened,2023-03-08 00:00:00,2023-03-09 18:00:00,2023-03-10 10:00:00,Tom Wilson,,4.0,2.0,
TCK00775,AC176,SUB01264,billing,high,open,2022-03-16 00:00:00,2022-03-19 00:00:00,2022-03-26 12:00:00,A. Kowalska,EMAIL,,1.0,billing escalation
TCK00776,AC154,SUB02101,billing,urgent,reopened,2023-05-06 00:00:00,2023-05-07 10:00:00,2023-05-08 13:00:00,Marek Nowak,,24.0,4.0,
TCK00777,AC031,SUB01909,billing,low,pending,2022-11-07 00:00:00,2022-11-08 05:00:00,,,EMAIL,48.0,,customer angry
TCK00778,AC145,,technical,urgent,resolved ,2023-07-20 00:00:00,2023-07-22 01:00:00,2023-07-29 12:00:00,A. Kowalska,EMAIL,8.0,1.0,
TCK00779,AC011,SUB01924,feature_request,low,pending,2022-05-01 00:00:00,2022-05-02 23:00:00,2022-05-06 15:00:00,Marek Nowak,email,,1.0,follow up needed
TCK00780,AC089,SUB01312,billing,medium,open,2023-02-27 00:00:00,2023-03-01 20:00:00,2023-03-10 10:00:00,John Miller,email,8.0,4.0,follow up needed
TCK00781,AC137,SUB01519,account,,resolved ,2022-10-17 00:00:00,,,Marek Nowak,phone,8.0,5.0,
TCK00782,AC110,SUB00188,other,medium,closed,2023-05-06 00:00:00,2023-05-06 09:00:00,,Tom Wilson,chat,48.0,,
TCK00783,AC170,SUB00907,other,high,resolved,2023-01-11 00:00:00,2023-01-12 13:00:00,2023-01-15 04:00:00,,EMAIL,4.0,1.0,
TCK00784,AC095,SUB00067,technical,,pending,2023-02-25 00:00:00,2023-02-27 14:00:00,2023-03-01 19:00:00,Emily Davis,,,2.0,customer angry
TCK00785,AC018,SUB02393,technical,urgent,resolved ,2023-01-17 00:00:00,2023-01-17 18:00:00,,,email,4.0,4.0,customer angry
TCK00786,AC130,SUB01711,billing,high,reopened,2022-10-04 00:00:00,2022-10-06 01:00:00,2022-10-06 23:00:00,A. Kowalska,web,4.0,4.0,
TCK00787,AC166,SUB00804,technical,urgent,pending,2023-03-31 00:00:00,,,A. Kowalska,EMAIL,4.0,,
TCK00788,AC088,SUB01556,other,high,resolved,2022-02-02 00:00:00,2022-02-03 20:00:00,2022-02-13 13:00:00,Marek Nowak,email,24.0,,billing escalation
TCK00789,AC004,SUB01007,feature_request,high,reopened,2023-03-21 00:00:00,2023-03-21 07:00:00,2023-03-27 05:00:00,,web,,,billing escalation
TCK00790,AC108,SUB01383,,medium,pending,2024-02-27 00:00:00,2024-02-27 20:00:00,2024-03-03 20:00:00,Anna Kowalska,phone,24.0,1.0,follow up needed
TCK00791,AC126,SUB02002,other,high,resolved,2024-02-29 00:00:00,2024-03-01 19:00:00,2024-03-02 05:00:00,Emily Davis,,24.0,,billing escalation
TCK00792,AC028,SUB02010,account,medium,closed,2022-01-13 00:00:00,2022-01-16 00:00:00,2022-01-24 23:00:00,,email,48.0,1.0,
TCK00793,AC111,SUB01443,technical,urgent,open,2022-02-07 00:00:00,2022-02-09 13:00:00,2022-02-15 12:00:00,John Miller,phone,,5.0,
TCK00794,AC093,,account,urgent,pending,2022-03-07 00:00:00,2022-03-08 09:00:00,2022-03-11 08:00:00,Marek Nowak,,8.0,2.0,billing escalation
TCK00795,AC163,SUB02001,billing,low,pending,2023-11-03 00:00:00,,,,web,,3.0,customer angry
TCK00796,AC118,,account,low,resolved ,2023-07-21 00:00:00,2023-07-21 07:00:00,2023-07-24 02:00:00,Tom Wilson,EMAIL,4.0,5.0,follow up needed
TCK00797,AC040,SUB00241,billing,medium,pending,2022-12-25 00:00:00,2022-12-27 16:00:00,2023-01-02 03:00:00,Tom Wilson,EMAIL,24.0,,
TCK00798,AC112,SUB00305,account,,resolved,2022-03-15 00:00:00,2022-03-16 12:00:00,,Tom Wilson,web,24.0,4.0,
TCK00799,AC046,SUB00199,account,low,resolved,2023-09-29 00:00:00,,,Sarah Brown,EMAIL,4.0,1.0,billing escalation
TCK00800,AC134,SUB01690,other,,resolved ,2022-08-05 00:00:00,2022-08-07 17:00:00,2022-08-15 15:00:00,Tom Wilson,chat,48.0,5.0,customer angry
TCK00801,AC167,,billing,low,pending,2023-11-04 00:00:00,2023-11-06 00:00:00,2023-11-12 23:00:00,,EMAIL,,,
TCK00802,AC070,SUB00279,feature_request,,reopened,2023-07-06 00:00:00,2023-07-08 19:00:00,2023-07-15 07:00:00,,phone,24.0,2.0,billing escalation
TCK00803,AC158,SUB00038,account,medium,closed,2022-10-28 00:00:00,2022-10-29 18:00:00,2022-11-06 23:00:00,Tom Wilson,,4.0,,follow up needed
TCK00804,AC138,SUB01868,other,,open,2023-04-01 00:00:00,2023-04-03 04:00:00,2023-04-06 23:00:00,Tom Wilson,,48.0,5.0,follow up needed
TCK00805,AC124,SUB02531,technical,,pending,2023-04-05 00:00:00,2023-04-06 05:00:00,2023-04-15 01:00:00,A. Kowalska,,,,follow up needed
TCK00806,AC120,SUB02526,billing,urgent,closed,2023-09-13 00:00:00,2023-09-14 12:00:00,2023-09-15 19:00:00,,chat,,4.0,follow up needed
TCK00807,AC112,SUB01999,feature_request,high,reopened,2022-07-04 00:00:00,2022-07-04 01:00:00,,,,4.0,2.0,customer angry
TCK00808,AC152,,other,,closed,2024-05-03 00:00:00,2024-05-03 21:00:00,2024-05-05 07:00:00,A. Kowalska,phone,8.0,4.0,billing escalation
TCK00809,AC069,SUB01685,account,,reopened,2022-09-05 00:00:00,2022-09-05 15:00:00,2022-09-14 11:00:00,John Miller,,4.0,1.0,
TCK00810,AC083,,account,urgent,resolved ,2023-04-05 00:00:00,2023-04-07 09:00:00,2023-04-12 01:00:00,Sarah Brown,,8.0,,billing escalation
TCK00811,AC063,SUB01126,billing,,reopened,2024-04-19 00:00:00,2024-04-19 10:00:00,,Tom Wilson,,48.0,4.0,
TCK00812,AC023,SUB01175,technical,high,closed,2023-03-26 00:00:00,2023-03-27 11:00:00,2023-03-28 12:00:00,Tom Wilson,email,,5.0,billing escalation
TCK00813,AC072,,account,medium,pending,2023-08-17 00:00:00,2023-08-19 06:00:00,2023-08-23 09:00:00,Anna Kowalska,,8.0,4.0,billing escalation
TCK00814,AC116,SUB01764,account,medium,open,2022-10-12 00:00:00,2022-10-13 16:00:00,,Emily Davis,phone,48.0,4.0,follow up needed
TCK00815,AC063,SUB00735,billing,medium,resolved ,2022-06-23 00:00:00,2022-06-24 09:00:00,2022-07-02 10:00:00,Emily Davis,chat,4.0,2.0,billing escalation
TCK00816,AC119,,billing,,reopened,2024-05-08 00:00:00,2024-05-08 21:00:00,,Marek Nowak,email,48.0,1.0,
TCK00817,AC146,,technical,urgent,resolved,2022-07-28 00:00:00,2022-07-30 06:00:00,2022-08-04 20:00:00,John Miller,,4.0,4.0,
TCK00818,AC157,,,low,resolved,2023-05-21 00:00:00,2023-05-21 17:00:00,2023-05-29 13:00:00,John Miller,,8.0,,customer angry
TCK00819,AC172,,,,resolved ,2022-12-01 00:00:00,2022-12-02 18:00:00,2022-12-09 12:00:00,John Miller,,24.0,1.0,
TCK00820,AC098,SUB01452,other,low,resolved ,2022-04-13 00:00:00,2022-04-15 18:00:00,2022-04-24 18:00:00,Anna Kowalska,chat,8.0,5.0,
TCK00821,AC087,SUB01626,feature_request,medium,resolved ,2024-06-12 00:00:00,2024-06-13 01:00:00,2024-06-14 16:00:00,,phone,8.0,2.0,customer angry
TCK00822,AC008,,billing,urgent,reopened,2023-06-13 00:00:00,2023-06-14 03:00:00,,Marek Nowak,,8.0,1.0,
TCK00823,AC127,SUB01881,,high,closed,2023-12-06 00:00:00,2023-12-08 00:00:00,2023-12-10 13:00:00,,,8.0,3.0,follow up needed
TCK00824,AC084,SUB00926,feature_request,,resolved,2024-06-15 00:00:00,2024-06-17 14:00:00,2024-06-24 08:00:00,,web,24.0,1.0,follow up needed
TCK00825,AC047,SUB00331,account,medium,resolved ,2022-04-26 00:00:00,2022-04-27 12:00:00,2022-05-02 07:00:00,A. Kowalska,email,8.0,4.0,
TCK00826,AC125,SUB00130,feature_request,urgent,reopened,2023-11-08 00:00:00,2023-11-10 02:00:00,2023-11-18 09:00:00,A. Kowalska,,8.0,1.0,
TCK00827,AC055,,account,high,resolved ,2022-10-02 00:00:00,2022-10-04 04:00:00,,Tom Wilson,web,48.0,4.0,
TCK00828,AC091,SUB02264,technical,high,resolved ,2023-02-13 00:00:00,2023-02-13 06:00:00,2023-02-21 01:00:00,Anna Kowalska,phone,48.0,4.0,follow up needed
TCK00829,AC067,SUB00039,billing,,reopened,2023-08-10 00:00:00,2023-08-12 20:00:00,2023-08-19 13:00:00,Tom Wilson,chat,,5.0,customer angry
TCK00830,AC088,SUB00339,feature_request,low,resolved ,2024-01-10 00:00:00,,,Tom Wilson,phone,,1.0,customer angry
TCK00831,AC072,SUB01778,technical,,closed,2023-06-16 00:00:00,2023-06-18 20:00:00,,Marek Nowak,phone,8.0,3.0,
TCK00832,AC153,SUB01357,billing,,open,2023-02-28 00:00:00,2023-03-01 07:00:00,2023-03-01 17:00:00,,web,48.0,1.0,follow up needed
TCK00833,AC180,SUB00391,technical,low,resolved,2022-10-17 00:00:00,2022-10-18 05:00:00,2022-10-25 14:00:00,John Miller,web,48.0,2.0,
TCK00834,AC071,SUB00175,billing,,resolved ,2024-06-01 00:00:00,,,A. Kowalska,email,4.0,,billing escalation
TCK00835,AC143,SUB02322,feature_request,medium,reopened,2023-09-12 00:00:00,2023-09-12 12:00:00,2023-09-20 23:00:00,Emily Davis,phone,48.0,5.0,customer angry
TCK00836,AC003,SUB00191,,,closed,2022-11-06 00:00:00,2022-11-07 01:00:00,,A. Kowalska,phone,48.0,1.0,follow up needed
TCK00837,AC133,SUB01149,other,,pending,2023-02-21 00:00:00,2023-02-23 13:00:00,2023-03-03 01:00:00,A. Kowalska,email,48.0,,
TCK00838,AC049,SUB02309,billing,urgent,pending,2023-01-17 00:00:00,2023-01-17 13:00:00,2023-01-23 17:00:00,,phone,48.0,5.0,customer angry
TCK00839,AC022,SUB00735,billing,,pending,2023-10-21 00:00:00,2023-10-21 18:00:00,2023-10-22 16:00:00,Marek Nowak,web,,2.0,customer angry
TCK00840,AC062,SUB01289,other,medium,open,2022-05-25 00:00:00,2022-05-27 12:00:00,2022-06-05 11:00:00,,phone,48.0,3.0,
TCK00841,AC105,,feature_request,low,resolved,2024-05-04 00:00:00,2024-05-05 17:00:00,2024-05-12 03:00:00,Marek Nowak,EMAIL,48.0,5.0,
TCK00842,AC126,SUB00591,feature_request,,reopened,2022-11-17 00:00:00,2022-11-18 06:00:00,2022-11-25 20:00:00,John Miller,email,48.0,,customer angry
TCK00843,AC143,SUB01632,,low,pending,2023-01-20 00:00:00,2023-01-20 01:00:00,,Marek Nowak,web,4.0,1.0,
TCK00844,AC062,SUB01226,other,urgent,closed,2023-05-23 00:00:00,2023-05-25 19:00:00,2023-06-02 19:00:00,Anna Kowalska,phone,4.0,4.0,
TCK00845,AC177,,account,,resolved ,2024-01-08 00:00:00,2024-01-09 10:00:00,2024-01-16 00:00:00,Sarah Brown,chat,24.0,5.0,follow up needed
TCK00846,AC122,SUB01594,feature_request,urgent,pending,2024-04-02 00:00:00,2024-04-03 23:00:00,2024-04-06 16:00:00,Tom Wilson,,8.0,2.0,billing escalation
TCK00847,AC166,SUB02215,technical,urgent,open,2024-01-03 00:00:00,2024-01-03 01:00:00,2024-01-04 23:00:00,Anna Kowalska,phone,8.0,2.0,customer angry
TCK00848,AC126,SUB00574,feature_request,,pending,2023-07-05 00:00:00,2023-07-05 12:00:00,,John Miller,phone,,2.0,
TCK00849,AC115,SUB00322,technical,high,resolved,2023-10-06 00:00:00,,,A. Kowalska,EMAIL,24.0,3.0,billing escalation
TCK00850,AC005,SUB01417,,medium,open,2024-02-25 00:00:00,2024-02-26 08:00:00,2024-03-04 05:00:00,Sarah Brown,email,8.0,3.0,follow up needed
TCK00851,AC024,,,urgent,resolved,2022-09-27 00:00:00,2022-09-27 16:00:00,2022-10-03 23:00:00,Emily Davis,,,,
TCK00852,AC076,SUB00312,other,medium,pending,2022-08-03 00:00:00,2022-08-04 05:00:00,2022-08-05 05:00:00,Sarah Brown,web,4.0,3.0,customer angry
TCK00853,AC057,SUB02515,account,high,reopened,2022-02-23 00:00:00,2022-02-25 08:00:00,2022-03-02 09:00:00,John Miller,chat,,4.0,
TCK00854,AC104,SUB01625,other,high,reopened,2024-03-03 00:00:00,2024-03-05 12:00:00,2024-03-14 11:00:00,John Miller,EMAIL,8.0,2.0,
TCK00855,AC178,SUB01337,,high,resolved ,2023-12-30 00:00:00,2024-01-01 07:00:00,2024-01-06 13:00:00,John Miller,EMAIL,48.0,,
TCK00856,AC063,,account,urgent,resolved ,2022-07-02 00:00:00,,,Tom Wilson,,48.0,2.0,billing escalation
TCK00857,AC079,SUB01846,,low,pending,2023-07-28 00:00:00,2023-07-29 00:00:00,2023-07-30 22:00:00,,phone,,2.0,customer angry
TCK00858,AC170,SUB01458,account,,open,2023-08-24 00:00:00,2023-08-24 12:00:00,2023-09-03 07:00:00,Emily Davis,email,24.0,,
TCK00859,AC149,SUB01538,,high,resolved,2023-02-12 00:00:00,,,Anna Kowalska,EMAIL,4.0,,
TCK00860,AC095,SUB02400,,,open,2023-09-15 00:00:00,2023-09-17 14:00:00,,Anna Kowalska,phone,4.0,5.0,follow up needed
TCK00861,AC122,SUB00352,billing,low,closed,2023-12-24 00:00:00,2023-12-24 16:00:00,,Anna Kowalska,phone,4.0,5.0,
TCK00862,AC142,SUB01210,account,medium,reopened,2024-05-23 00:00:00,2024-05-23 02:00:00,2024-05-30 07:00:00,Tom Wilson,EMAIL,4.0,,
TCK00863,AC136,SUB00302,other,medium,resolved ,2023-03-03 00:00:00,2023-03-03 07:00:00,,Emily Davis,email,8.0,4.0,customer angry
TCK00864,AC089,,,low,resolved,2022-10-10 00:00:00,2022-10-12 16:00:00,2022-10-19 11:00:00,Emily Davis,EMAIL,24.0,1.0,
TCK00865,AC109,,billing,low,open,2023-04-23 00:00:00,2023-04-23 11:00:00,2023-04-28 10:00:00,Sarah Brown,,4.0,2.0,
TCK00866,AC141,SUB02597,billing,medium,resolved ,2023-08-29 00:00:00,2023-08-29 02:00:00,2023-09-06 12:00:00,Tom Wilson,web,4.0,,follow up needed
TCK00867,AC085,,technical,high,open,2022-11-12 00:00:00,2022-11-13 00:00:00,2022-11-20 21:00:00,A. Kowalska,,24.0,2.0,
TCK00868,AC091,SUB01478,account,medium,pending,2022-05-24 00:00:00,2022-05-26 04:00:00,2022-05-28 05:00:00,Emily Davis,phone,48.0,3.0,customer angry
TCK00869,AC180,,other,urgent,resolved ,2023-05-17 00:00:00,2023-05-18 22:00:00,2023-05-25 19:00:00,Sarah Brown,email,,4.0,follow up needed
TCK00870,AC117,,,high,pending,2023-07-05 00:00:00,2023-07-07 07:00:00,2023-07-15 23:00:00,Tom Wilson,,,5.0,
TCK00871,AC070,SUB01475,account,low,open,2022-04-03 00:00:00,2022-04-04 02:00:00,2022-04-09 02:00:00,,,8.0,4.0,follow up needed
TCK00872,AC079,SUB00419,other,low,resolved,2023-04-24 00:00:00,2023-04-25 23:00:00,2023-05-03 00:00:00,John Miller,,24.0,1.0,follow up needed
TCK00873,AC065,,technical,high,resolved,2023-03-08 00:00:00,2023-03-09 19:00:00,2023-03-10 21:00:00,Sarah Brown,web,,2.0,customer angry
TCK00874,AC060,,feature_request,urgent,closed,2023-03-26 00:00:00,2023-03-28 10:00:00,2023-04-04 20:00:00,Marek Nowak,phone,24.0,5.0,
TCK00875,AC031,SUB02273,technical,,open,2023-05-10 00:00:00,2023-05-11 14:00:00,,A. Kowalska,web,24.0,5.0,
TCK00876,AC050,SUB00424,other,medium,resolved,2023-08-31 00:00:00,,,,chat,,2.0,follow up needed
TCK00877,AC081,,technical,high,closed,2023-11-11 00:00:00,2023-11-11 06:00:00,2023-11-14 14:00:00,A. Kowalska,chat,48.0,1.0,follow up needed
TCK00878,AC031,SUB00382,technical,medium,closed,2022-07-25 00:00:00,2022-07-26 14:00:00,2022-07-28 14:00:00,John Miller,,8.0,2.0,billing escalation
TCK00879,AC138,SUB01329,billing,urgent,reopened,2024-05-15 00:00:00,2024-05-15 00:00:00,2024-05-18 17:00:00,A. Kowalska,,8.0,4.0,
TCK00880,AC177,SUB00051,feature_request,medium,resolved,2024-05-01 00:00:00,2024-05-02 07:00:00,2024-05-03 08:00:00,Sarah Brown,web,24.0,3.0,
TCK00881,AC048,SUB01589,,,open,2023-09-04 00:00:00,2023-09-04 09:00:00,2023-09-11 13:00:00,Marek Nowak,EMAIL,8.0,2.0,
TCK00882,AC050,SUB02292,feature_request,low,resolved ,2023-01-06 00:00:00,2023-01-06 00:00:00,2023-01-14 01:00:00,Marek Nowak,chat,48.0,2.0,customer angry
TCK00883,AC056,SUB00995,technical,urgent,pending,2022-08-05 00:00:00,2022-08-05 11:00:00,2022-08-12 11:00:00,Emily Davis,phone,48.0,,
TCK00884,AC124,SUB00695,feature_request,,open,2022-02-05 00:00:00,2022-02-07 05:00:00,,,email,24.0,,customer angry
TCK00885,AC071,SUB00695,technical,,reopened,2023-11-03 00:00:00,2023-11-03 01:00:00,,A. Kowalska,,48.0,1.0,
TCK00886,AC151,,account,urgent,resolved,2023-11-01 00:00:00,2023-11-03 03:00:00,2023-11-03 17:00:00,John Miller,EMAIL,48.0,5.0,
TCK00887,AC135,SUB02020,billing,medium,closed,2024-03-10 00:00:00,2024-03-11 18:00:00,2024-03-15 16:00:00,,web,4.0,2.0,customer angry
TCK00888,AC153,,other,urgent,closed,2022-12-12 00:00:00,2022-12-13 09:00:00,,Anna Kowalska,web,24.0,1.0,customer angry
TCK00889,AC073,,other,high,resolved,2024-06-07 00:00:00,2024-06-08 22:00:00,,A. Kowalska,phone,24.0,1.0,billing escalation
TCK00890,AC026,SUB01228,account,high,resolved ,2022-10-01 00:00:00,2022-10-02 21:00:00,2022-10-07 16:00:00,Anna Kowalska,EMAIL,4.0,3.0,customer angry
TCK00891,AC050,SUB00316,other,low,pending,2023-06-29 00:00:00,2023-06-30 07:00:00,,Sarah Brown,,48.0,4.0,
TCK00892,AC076,SUB01011,,,reopened,2022-12-20 00:00:00,2022-12-21 07:00:00,2022-12-30 23:00:00,,email,4.0,3.0,
TCK00893,AC059,SUB02031,billing,high,resolved ,2022-02-09 00:00:00,2022-02-09 12:00:00,2022-02-17 06:00:00,Emily Davis,web,48.0,1.0,follow up needed
TCK00894,AC093,SUB00801,billing,medium,reopened,2024-02-04 00:00:00,2024-02-04 10:00:00,2024-02-09 01:00:00,Emily Davis,phone,,5.0,billing escalation
TCK00895,AC046,SUB00555,technical,urgent,resolved,2024-05-24 00:00:00,2024-05-24 06:00:00,2024-05-29 08:00:00,Sarah Brown,phone,,,customer angry
TCK00896,AC078,SUB01621,billing,urgent,pending,2023-09-12 00:00:00,2023-09-12 23:00:00,2023-09-15 21:00:00,Anna Kowalska,web,8.0,3.0,
TCK00897,AC004,SUB02541,technical,low,resolved ,2023-04-19 00:00:00,2023-04-20 16:00:00,,Tom Wilson,chat,4.0,5.0,
TCK00898,AC137,SUB01350,other,high,reopened,2024-01-16 00:00:00,2024-01-18 10:00:00,2024-01-25 05:00:00,A. Kowalska,web,,1.0,
