pmt_id,inv_id,acct_id,sub_id,pmt_amt,pmt_ccy,fx_rt,net_pmt_amt,fee_amt,pmt_method_cd,pmt_provider_cd,pmt_type_cd,retry_flg,attempt_nbr,pmt_ts,settle_dt,fail_dt,refund_dt,pmt_status_cd,reconciled_flg,manual_adj_flg,chargeback_flg,created_by_sys,last_upd_ts,notes_txt
PMT000127,INV00345,AC071,SUB00568,144.93,EUR,1.1809,143.99,2.59,bank,stripe,reversal,1,3,2024-06-07 00:00:00,2024-06-10,,,success,,0,1,crm,2024-06-11 00:00:00,customer dispute
PMT000128,INV00731,AC057,SUB00975,0.0,EUR,1.1382,493.02,0.91,card,adyen,charge,1,2,2024-02-19 00:00:00,2024-02-23,,,failed,1.0,0,0,crm,2024-02-22 00:00:00,manual fix
PMT000129,INV00888,AC163,SUB00146,234.56,,1.0002,232.65,1.49,card,stripe,charge,0,3,2024-03-06 00:00:00,2024-03-09,,,success,,1,0,crm,2024-03-08 00:00:00,
PMT000130,INV00215,AC044,SUB00325,319.08,,1.1119,,2.17,stripe_cc,adyen,refund,1,4,2024-05-14 00:00:00,,,,success,,0,1,billing_sys,2024-05-19 00:00:00,
PMT000131,INV00106,AC099,SUB00627,128.17,usd,,,4.74,stripe_cc,braintree,reversal,1,4,2023-07-15 00:00:00,2023-07-13,,,pending,0.0,1,1,crm,2023-07-18 00:00:00,retry attempt
PMT000132,INV00174,AC032,SUB00077,69.95,,0.9023,69.71000000000001,4.97,card,braintree,charge,0,1,2024-02-18 00:00:00,2024-02-16,,,success,1.0,0,1,crm,2024-02-20 00:00:00,retry attempt
PMT000133,INV00718,AC036,SUB00215,332.93,USD,,330.44,3.05,paypal,braintree,charge,1,4,2024-10-07 00:00:00,2024-10-05,,,pending,0.0,1,0,manual,2024-10-14 00:00:00,manual fix
PMT000134,INV00093,AC131,,418.44,USD,1.0577,413.55,1.32,card,stripe,charge,0,3,2023-08-29 00:00:00,2023-08-27,2023-08-29,,reversed,,1,1,manual,2023-08-30 00:00:00,
PMT000135,INV00637,AC069,SUB00191,89.4,EUR,0.8731,84.59,1.36,stripe_cc,braintree,refund,1,2,2023-02-16 00:00:00,2023-02-14,,,pending,,0,0,billing_sys,2023-02-22 00:00:00,
PMT000136,INV00500,AC029,SUB00903,0.0,USD,,307.56,4.34,bank,braintree,refund,0,4,2024-05-09 00:00:00,2024-05-14,2024-05-12,,failed,0.0,1,1,manual,2024-05-19 00:00:00,customer dispute
PMT000137,INV00077,AC126,SUB00678,237.3,EUR,,234.08,2.02,bank,stripe,refund,1,4,2023-06-02 00:00:00,,2023-06-03,,reversed,1.0,1,1,billing_sys,2023-06-09 00:00:00,
PMT000138,INV00634,AC164,SUB01042,5.08,usd,0.9825,0.9500000000000002,4.08,stripe_cc,adyen,reversal,1,3,2023-04-16 00:00:00,2023-04-20,,,success,0.0,0,0,billing_sys,2023-04-21 00:00:00,manual fix
PMT000139,INV00842,AC105,,0.0,usd,,55.67,2.29,bank,braintree,refund,0,4,2024-10-10 00:00:00,,,,failed,,0,1,crm,2024-10-20 00:00:00,
PMT000140,INV00495,AC131,SUB00363,278.85,usd,0.8514,275.85,4.41,stripe_cc,adyen,reversal,0,3,2024-05-31 00:00:00,2024-05-31,,2024-06-02,reversed,1.0,1,1,billing_sys,2024-06-02 00:00:00,customer dispute
PMT000141,INV00640,AC075,SUB00272,0.0,usd,1.0777,159.80999999999997,1.76,stripe_cc,braintree,reversal,1,3,2024-09-08 00:00:00,2024-09-10,,,failed,1.0,0,0,billing_sys,2024-09-14 00:00:00,retry attempt
PMT000142,INV00708,AC076,,0.0,USD,0.981,339.9,2.81,bank,braintree,reversal,1,2,2023-02-24 00:00:00,2023-02-22,2023-02-25,,failed,,1,0,crm,2023-03-02 00:00:00,customer dispute
PMT000143,INV00649,AC166,SUB01120,435.08,usd,1.1857,434.19,3.41,bank,stripe,reversal,0,4,2023-11-17 00:00:00,,2023-11-19,,reversed,1.0,1,0,billing_sys,2023-11-26 00:00:00,manual fix
PMT000144,INV00793,AC161,SUB00617,24.77,,1.0201,,3.54,bank,stripe,reversal,0,2,2023-01-06 00:00:00,2023-01-09,,,pending,,1,0,crm,2023-01-09 00:00:00,retry attempt
PMT000145,INV00844,AC167,,475.4,EUR,1.1618,472.28999999999996,4.79,paypal,adyen,charge,1,3,2024-11-10 00:00:00,2024-11-13,,,reversed,1.0,0,1,manual,2024-11-18 00:00:00,customer dispute
PMT000146,INV00172,AC138,SUB00135,163.55,usd,1.1094,161.43,0.52,stripe_cc,braintree,charge,0,1,2024-05-13 00:00:00,2024-05-11,,,success,1.0,0,0,billing_sys,2024-05-13 00:00:00,retry attempt
PMT000147,INV00415,AC111,SUB00798,133.03,USD,1.0566,129.25,2.93,card,adyen,reversal,0,3,2023-09-15 00:00:00,2023-09-14,,,reversed,1.0,0,1,crm,2023-09-21 00:00:00,customer dispute
PMT000148,INV00870,AC140,,72.51,usd,,67.68,4.34,paypal,stripe,reversal,0,1,2024-11-07 00:00:00,,,,reversed,,1,0,crm,2024-11-10 00:00:00,manual fix
PMT000149,INV00855,AC065,,0.0,usd,1.0269,,3.76,stripe_cc,braintree,reversal,0,3,2023-08-05 00:00:00,2023-08-09,,,failed,1.0,0,0,manual,2023-08-14 00:00:00,customer dispute
PMT000150,INV00462,AC085,SUB00627,0.0,usd,0.9458,309.52000000000004,0.02,bank,stripe,reversal,1,3,2023-12-05 00:00:00,2023-12-08,2023-12-06,,failed,0.0,1,1,crm,2023-12-12 00:00:00,manual fix
PMT000151,INV00144,AC138,,305.28,USD,1.1568,302.11999999999995,4.06,stripe_cc,braintree,charge,0,3,2023-11-09 00:00:00,2023-11-14,,,pending,,1,0,crm,2023-11-15 00:00:00,retry attempt
PMT000152,INV00826,AC158,SUB01053,0.0,usd,0.8717,250.26999999999998,4.84,stripe_cc,adyen,charge,0,4,2024-08-26 00:00:00,2024-08-28,2024-08-26,,failed,1.0,1,0,billing_sys,2024-09-05 00:00:00,retry attempt
PMT000153,INV00332,AC027,SUB01068,441.37,EUR,0.9053,440.5,3.27,paypal,braintree,reversal,0,3,2024-06-14 00:00:00,2024-06-17,,,success,0.0,1,1,crm,2024-06-21 00:00:00,customer dispute
PMT000154,INV00288,AC055,,86.97,usd,1.0869,,1.15,paypal,braintree,charge,1,4,2024-09-10 00:00:00,2024-09-08,,,success,,0,1,billing_sys,2024-09-13 00:00:00,
PMT000155,INV00185,AC133,SUB01155,0.0,USD,1.0912,72.96000000000001,1.08,stripe_cc,adyen,charge,0,4,2023-05-11 00:00:00,2023-05-11,2023-05-11,,failed,,0,1,billing_sys,2023-05-21 00:00:00,manual fix
PMT000156,INV00517,AC176,SUB00307,0.0,USD,,55.74,4.39,card,stripe,refund,0,1,2024-04-09 00:00:00,2024-04-08,,,failed,,1,1,crm,2024-04-09 00:00:00,
PMT000157,INV00760,AC179,SUB00872,385.49,usd,,380.94,0.42,stripe_cc,adyen,charge,0,1,2024-03-15 00:00:00,2024-03-16,,,pending,0.0,0,1,manual,2024-03-18 00:00:00,manual fix
PMT000158,INV00627,AC071,SUB00814,130.55,usd,1.1135,128.70000000000002,2.77,paypal,adyen,reversal,1,4,2024-02-23 00:00:00,2024-02-26,2024-02-26,,reversed,,0,0,crm,2024-02-25 00:00:00,
PMT000159,INV00652,AC002,SUB00298,308.94,,0.9742,,1.11,card,braintree,charge,1,4,2023-08-08 00:00:00,2023-08-12,,,success,,1,0,billing_sys,2023-08-18 00:00:00,customer dispute
PMT000160,INV00803,AC154,SUB00475,402.94,usd,0.9439,398.06,0.43,paypal,adyen,refund,1,4,2024-03-25 00:00:00,2024-03-23,,,pending,,0,0,billing_sys,2024-04-02 00:00:00,manual fix
PMT000161,INV00414,AC148,,0.0,usd,0.8426,,1.47,card,braintree,refund,1,4,2024-07-26 00:00:00,2024-07-29,,,failed,,1,0,crm,2024-08-02 00:00:00,customer dispute
PMT000162,INV00236,AC081,SUB00724,0.0,USD,0.9053,192.42999999999998,3.74,paypal,stripe,reversal,0,4,2024-08-23 00:00:00,2024-08-21,,,failed,0.0,1,0,manual,2024-09-02 00:00:00,retry attempt
PMT000163,INV00256,AC159,SUB00219,0.0,USD,1.0703,133.31,3.82,card,adyen,refund,1,4,2024-05-25 00:00:00,2024-05-26,,,failed,,1,1,billing_sys,2024-06-02 00:00:00,manual fix
PMT000164,INV00554,AC009,SUB00807,265.24,usd,0.8481,263.66,0.04,bank,adyen,reversal,0,3,2024-02-12 00:00:00,2024-02-13,,,reversed,1.0,0,1,billing_sys,2024-02-16 00:00:00,customer dispute
PMT000165,INV00411,AC072,SUB01171,109.21,usd,1.0744,105.61,4.02,stripe_cc,adyen,charge,0,2,2024-09-19 00:00:00,2024-09-22,,,pending,0.0,0,1,crm,2024-09-21 00:00:00,
PMT000166,INV00708,AC042,,283.26,EUR,1.0519,281.59,1.8,paypal,adyen,charge,1,1,2024-06-30 00:00:00,2024-07-03,,,success,,0,0,crm,2024-07-05 00:00:00,manual fix
PMT000167,INV00149,AC043,SUB00691,43.81,,1.0287,43.45,0.81,bank,adyen,refund,1,3,2024-11-20 00:00:00,2024-11-25,,,pending,1.0,1,1,crm,2024-11-29 00:00:00,
PMT000168,INV00718,AC021,,121.14,,,,4.39,card,stripe,refund,0,1,2024-04-06 00:00:00,2024-04-10,2024-04-06,,pending,0.0,0,1,crm,2024-04-09 00:00:00,retry attempt
PMT000169,,AC092,SUB00667,420.07,,1.1484,417.33,0.68,bank,braintree,reversal,1,4,2023-10-18 00:00:00,2023-10-23,,,success,,1,1,crm,2023-10-26 00:00:00,retry attempt
PMT000170,,AC035,SUB00961,82.08,USD,0.9968,80.58,3.83,paypal,braintree,charge,0,3,2023-04-02 00:00:00,2023-04-07,,,success,,1,1,billing_sys,2023-04-04 00:00:00,customer dispute
PMT000171,INV00761,AC137,SUB00846,123.58,usd,0.873,120.39999999999999,3.09,paypal,braintree,reversal,1,2,2024-01-23 00:00:00,2024-01-24,,,pending,0.0,0,0,billing_sys,2024-01-24 00:00:00,manual fix
PMT000172,,AC056,SUB00639,0.0,,0.9855,118.58999999999999,4.22,bank,stripe,refund,1,1,2023-10-03 00:00:00,2023-10-03,,,failed,0.0,0,1,crm,2023-10-03 00:00:00,
PMT000173,INV00753,AC025,SUB00427,370.12,,1.1845,369.33,3.64,card,adyen,refund,1,2,2023-09-12 00:00:00,2023-09-16,,,success,0.0,0,0,billing_sys,2023-09-22 00:00:00,customer dispute
PMT000174,,AC011,SUB00974,0.0,usd,0.8358,,0.46,paypal,braintree,charge,0,3,2023-11-29 00:00:00,2023-11-27,2023-12-01,,failed,,0,0,crm,2023-12-02 00:00:00,manual fix
PMT000175,INV00138,AC065,SUB00994,100.52,,1.0171,97.69,2.72,paypal,braintree,refund,1,2,2024-07-25 00:00:00,,,,reversed,0.0,1,1,crm,2024-08-02 00:00:00,manual fix
PMT000176,INV00373,AC159,,368.16,USD,1.0156,365.54,2.49,bank,braintree,refund,1,4,2024-04-09 00:00:00,2024-04-07,,,success,0.0,0,0,billing_sys,2024-04-11 00:00:00,retry attempt
PMT000177,INV00539,AC160,SUB00525,322.67,USD,1.0424,,4.65,bank,braintree,refund,0,4,2023-02-02 00:00:00,2023-02-03,2023-02-03,2023-02-21,reversed,0.0,1,1,crm,2023-02-02 00:00:00,
PMT000178,INV00100,AC026,SUB01089,0.0,,,42.339999999999996,3.13,bank,braintree,reversal,1,1,2023-09-30 00:00:00,2023-09-28,,,failed,,1,1,manual,2023-10-10 00:00:00,customer dispute
PMT000179,INV00615,AC114,SUB00646,0.0,EUR,0.9649,250.69,1.62,bank,braintree,reversal,0,4,2023-04-17 00:00:00,2023-04-17,,,failed,,1,1,crm,2023-04-24 00:00:00,customer dispute
PMT000180,,AC057,,261.22,EUR,,257.77000000000004,1.38,bank,stripe,charge,1,3,2023-01-01 00:00:00,2022-12-30,,,pending,1.0,1,0,billing_sys,2023-01-05 00:00:00,manual fix
PMT000181,INV00178,AC125,SUB01181,43.21,USD,0.9202,40.33,0.39,card,adyen,refund,1,4,2023-04-05 00:00:00,2023-04-09,,,pending,0.0,0,0,manual,2023-04-15 00:00:00,customer dispute
PMT000182,INV00227,AC040,,284.63,,1.1011,284.18,2.16,stripe_cc,stripe,charge,1,1,2023-02-25 00:00:00,2023-02-27,,,pending,,0,1,crm,2023-02-26 00:00:00,customer dispute
PMT000183,INV00668,AC147,,0.0,usd,,69.61,3.42,card,stripe,reversal,1,4,2024-05-28 00:00:00,2024-06-01,,,failed,0.0,1,1,manual,2024-06-07 00:00:00,
PMT000184,INV00452,AC012,SUB00479,495.13,usd,0.8624,494.7,3.7,bank,braintree,charge,1,1,2023-11-09 00:00:00,2023-11-09,,,reversed,0.0,1,1,crm,2023-11-09 00:00:00,manual fix
PMT000185,INV00145,AC178,SUB00038,133.04,,1.0654,,0.85,paypal,stripe,reversal,1,1,2023-08-03 00:00:00,2023-08-04,,,reversed,0.0,0,1,manual,2023-08-07 00:00:00,manual fix
PMT000186,INV00727,AC026,SUB00993,196.33,USD,,194.04000000000002,4.63,card,stripe,charge,1,3,2023-04-21 00:00:00,2023-04-19,,,reversed,,0,0,crm,2023-05-01 00:00:00,manual fix
PMT000187,INV00900,AC100,SUB00061,253.12,EUR,,251.16,0.69,stripe_cc,braintree,reversal,0,4,2023-12-30 00:00:00,2024-01-01,,,success,0.0,1,1,manual,2024-01-04 00:00:00,customer dispute
PMT000188,INV00317,AC177,SUB01073,0.0,usd,1.1636,269.69000000000005,2.82,bank,adyen,charge,0,2,2024-07-09 00:00:00,2024-07-09,,,failed,0.0,0,1,crm,2024-07-15 00:00:00,manual fix
PMT000189,INV00628,AC060,SUB00473,96.45,USD,1.0753,93.94,3.02,paypal,stripe,refund,1,4,2024-03-29 00:00:00,2024-03-31,2024-03-30,,pending,0.0,0,0,crm,2024-03-29 00:00:00,manual fix
PMT000190,INV00450,AC158,SUB00666,380.1,,0.971,377.06,4.12,paypal,adyen,reversal,0,1,2024-02-27 00:00:00,2024-02-28,,,success,0.0,0,1,manual,2024-02-27 00:00:00,
PMT000191,INV00433,AC076,SUB00112,155.75,usd,1.0584,,2.5,bank,braintree,reversal,0,4,2024-02-01 00:00:00,2024-01-30,2024-02-04,,pending,1.0,0,0,crm,2024-02-10 00:00:00,retry attempt
PMT000192,INV00127,AC024,,0.0,,0.8341,450.42,4.88,bank,adyen,reversal,1,1,2024-04-10 00:00:00,2024-04-09,,,failed,1.0,0,0,billing_sys,2024-04-12 00:00:00,
PMT000193,INV00135,AC052,,0.0,EUR,,223.41,4.04,stripe_cc,stripe,charge,1,4,2024-03-05 00:00:00,2024-03-07,,,failed,0.0,0,0,manual,2024-03-09 00:00:00,
PMT000194,INV00859,AC155,,23.18,USD,,22.29,3.36,bank,adyen,reversal,1,1,2024-10-05 00:00:00,,2024-10-06,2024-10-17,success,1.0,1,1,crm,2024-10-06 00:00:00,customer dispute
PMT000195,INV00424,AC135,,348.84,usd,0.8437,345.7,4.94,stripe_cc,braintree,reversal,1,4,2024-07-17 00:00:00,2024-07-16,,,pending,1.0,1,1,billing_sys,2024-07-26 00:00:00,
PMT000196,INV00002,AC031,,306.66,USD,0.8829,304.59000000000003,0.23,paypal,braintree,reversal,0,1,2024-05-23 00:00:00,2024-05-28,,,pending,,1,1,billing_sys,2024-05-27 00:00:00,manual fix
PMT000197,INV00631,AC008,SUB00398,169.98,EUR,1.1689,167.60999999999999,0.18,bank,adyen,charge,1,3,2024-06-02 00:00:00,2024-06-05,,,reversed,1.0,0,1,manual,2024-06-12 00:00:00,manual fix
PMT000198,,AC039,,400.77,USD,0.9501,399.94,3.03,bank,braintree,charge,1,3,2024-07-22 00:00:00,2024-07-20,,,pending,1.0,1,0,crm,2024-07-25 00:00:00,manual fix
PMT000199,INV00095,AC114,SUB00989,60.55,usd,,56.89,2.62,paypal,stripe,charge,0,2,2024-04-07 00:00:00,2024-04-09,,,success,1.0,1,0,billing_sys,2024-04-11 00:00:00,
PMT000200,,AC080,SUB00430,56.04,EUR,,53.379999999999995,3.86,card,adyen,charge,0,3,2024-08-31 00:00:00,2024-08-30,,,pending,,0,0,manual,2024-09-05 00:00:00,
PMT000201,INV00347,AC139,SUB00267,89.78,USD,1.0702,,0.27,stripe_cc,adyen,charge,1,3,2023-11-23 00:00:00,2023-11-25,2023-11-25,,pending,0.0,0,1,manual,2023-11-25 00:00:00,
PMT000202,INV00230,AC037,SUB00529,356.56,EUR,1.0798,352.62,4.41,stripe_cc,adyen,charge,0,4,2024-04-24 00:00:00,2024-04-23,,,reversed,1.0,1,0,crm,2024-04-29 00:00:00,
PMT000203,INV00666,AC019,SUB01092,358.57,,0.9654,355.83,4.87,stripe_cc,stripe,refund,0,4,2024-08-11 00:00:00,2024-08-11,,,success,1.0,1,0,billing_sys,2024-08-21 00:00:00,
PMT000204,INV00416,AC018,SUB00777,53.34,EUR,1.0641,,4.09,card,stripe,reversal,0,4,2024-08-10 00:00:00,2024-08-15,2024-08-13,,reversed,1.0,1,0,billing_sys,2024-08-20 00:00:00,manual fix
PMT000205,INV00597,AC003,SUB01046,360.31,,1.141,,4.51,card,stripe,reversal,1,1,2023-11-03 00:00:00,2023-11-05,,,pending,0.0,0,1,manual,2023-11-12 00:00:00,customer dispute
PMT000206,INV00487,AC036,,0.0,,0.9441,218.98,4.36,bank,stripe,charge,0,1,2024-10-02 00:00:00,2024-10-05,,,failed,1.0,1,0,billing_sys,2024-10-04 00:00:00,customer dispute
PMT000207,INV00232,AC048,SUB00016,214.94,,0.8947,212.89,2.73,paypal,stripe,charge,1,3,2024-04-11 00:00:00,2024-04-15,,,reversed,1.0,0,0,manual,2024-04-19 00:00:00,manual fix
PMT000208,INV00553,AC149,SUB00109,126.39,EUR,0.8043,121.86,2.87,paypal,adyen,refund,1,3,2024-04-21 00:00:00,2024-04-20,,,success,,1,1,billing_sys,2024-05-01 00:00:00,customer dispute
PMT000209,INV00085,AC033,SUB00570,149.42,EUR,,145.13,0.07,card,braintree,charge,0,4,2024-08-15 00:00:00,2024-08-15,,,success,0.0,1,0,crm,2024-08-17 00:00:00,
PMT000210,INV00771,AC106,SUB00488,0.0,,0.8669,295.58000000000004,0.27,paypal,stripe,charge,0,4,2023-02-03 00:00:00,2023-02-06,,,failed,1.0,1,0,crm,2023-02-13 00:00:00,customer dispute
PMT000211,INV00700,AC011,,194.09,EUR,0.9727,189.8,1.67,paypal,stripe,refund,1,4,2024-04-30 00:00:00,2024-05-02,2024-05-03,2024-05-15,pending,,0,0,manual,2024-05-05 00:00:00,retry attempt
PMT000212,INV00702,AC115,SUB00581,10.92,EUR,,,0.46,bank,braintree,reversal,0,1,2023-11-17 00:00:00,,,,success,,0,1,manual,2023-11-27 00:00:00,
PMT000213,INV00284,AC110,SUB00663,236.14,EUR,,,3.89,stripe_cc,adyen,refund,0,3,2023-07-09 00:00:00,2023-07-08,,,success,1.0,0,1,billing_sys,2023-07-16 00:00:00,retry attempt
PMT000214,INV00659,AC028,SUB00531,272.61,USD,,,3.64,stripe_cc,stripe,refund,0,1,2024-09-16 00:00:00,2024-09-20,2024-09-19,,reversed,,1,1,billing_sys,2024-09-21 00:00:00,customer dispute
PMT000215,INV00746,AC018,SUB00007,247.89,,1.1272,245.04999999999998,4.68,paypal,adyen,reversal,1,4,2024-08-11 00:00:00,,,,reversed,,0,1,manual,2024-08-16 00:00:00,
PMT000216,INV00307,AC179,SUB00219,24.47,EUR,1.1541,23.52,0.18,card,braintree,reversal,0,4,2024-04-15 00:00:00,2024-04-17,,,reversed,,1,1,manual,2024-04-22 00:00:00,
PMT000217,INV00892,AC138,,109.78,usd,0.8148,,3.27,stripe_cc,braintree,charge,0,2,2023-02-07 00:00:00,,2023-02-07,,reversed,,0,1,billing_sys,2023-02-14 00:00:00,
PMT000218,,AC052,SUB00824,0.0,EUR,,248.36,1.61,bank,stripe,reversal,0,3,2023-06-24 00:00:00,,,,failed,1.0,0,1,billing_sys,2023-06-29 00:00:00,
PMT000219,INV00017,AC125,,71.02,USD,,,3.26,paypal,adyen,reversal,1,2,2023-06-18 00:00:00,2023-06-23,,,reversed,,1,1,crm,2023-06-21 00:00:00,retry attempt
PMT000220,INV00802,AC078,SUB00010,307.96,usd,,303.08,3.09,bank,adyen,reversal,0,3,2024-09-17 00:00:00,,,,success,0.0,0,1,crm,2024-09-19 00:00:00,retry attempt
PMT000221,INV00777,AC117,,220.16,USD,0.8704,217.73,0.58,bank,braintree,refund,1,4,2024-11-17 00:00:00,2024-11-15,2024-11-19,,pending,,1,0,billing_sys,2024-11-22 00:00:00,retry attempt
PMT000222,,AC150,SUB00893,0.0,usd,,190.0,1.87,stripe_cc,braintree,charge,1,3,2023-04-11 00:00:00,2023-04-12,,,failed,0.0,0,0,crm,2023-04-13 00:00:00,
PMT000223,INV00809,AC164,SUB00349,113.83,usd,,111.38,4.98,stripe_cc,adyen,refund,0,4,2024-04-21 00:00:00,2024-04-26,,,pending,0.0,0,1,crm,2024-04-30 00:00:00,retry attempt
PMT000224,,AC121,SUB01033,211.8,USD,0.9577,208.32000000000002,0.49,stripe_cc,stripe,charge,0,4,2024-08-28 00:00:00,2024-08-28,,,success,0.0,1,1,billing_sys,2024-09-07 00:00:00,
PMT000225,INV00475,AC036,SUB00831,232.35,usd,0.9482,229.18,4.3,card,adyen,reversal,1,1,2023-01-17 00:00:00,2023-01-22,,,success,1.0,0,0,manual,2023-01-22 00:00:00,
PMT000226,INV00180,AC166,SUB00138,185.97,usd,,183.27,3.25,bank,braintree,charge,1,3,2024-06-11 00:00:00,2024-06-14,,,success,,1,1,billing_sys,2024-06-12 00:00:00,manual fix
PMT000227,INV00377,AC173,SUB00135,65.74,usd,0.9831,,4.49,paypal,stripe,charge,0,3,2023-12-20 00:00:00,2023-12-25,,,pending,0.0,1,0,billing_sys,2023-12-28 00:00:00,
PMT000228,INV00756,AC166,,70.35,usd,,69.19,4.74,paypal,adyen,reversal,1,3,2023-10-28 00:00:00,2023-11-01,,,pending,,1,1,crm,2023-11-06 00:00:00,retry attempt
PMT000229,INV00049,AC038,SUB00934,189.09,usd,0.8643,188.18,0.88,bank,stripe,charge,0,1,2023-11-10 00:00:00,2023-11-10,,,pending,,0,1,crm,2023-11-15 00:00:00,retry attempt
PMT000230,INV00167,AC137,SUB00052,78.23,,1.1074,73.59,0.78,paypal,braintree,reversal,1,4,2023-07-30 00:00:00,2023-07-28,,,reversed,,0,1,crm,2023-07-31 00:00:00,customer dispute
PMT000231,INV00095,AC084,,0.0,usd,0.8889,15.879999999999999,0.11,stripe_cc,braintree,reversal,0,4,2023-02-11 00:00:00,2023-02-11,,,failed,1.0,0,1,crm,2023-02-13 00:00:00,customer dispute
PMT000232,INV00090,AC056,SUB00910,178.92,,0.9155,174.07,2.12,stripe_cc,stripe,reversal,0,2,2024-01-14 00:00:00,2024-01-18,,,reversed,1.0,1,0,manual,2024-01-20 00:00:00,
PMT000233,INV00774,AC036,,91.57,,,87.46,1.51,paypal,adyen,reversal,1,2,2023-01-07 00:00:00,,,,reversed,0.0,0,1,crm,2023-01-17 00:00:00,customer dispute
PMT000234,,AC071,SUB00137,0.0,EUR,1.0262,342.34000000000003,2.38,card,adyen,reversal,0,3,2023-05-08 00:00:00,2023-05-10,,,failed,0.0,0,1,crm,2023-05-10 00:00:00,manual fix
PMT000235,,AC075,SUB00158,456.49,usd,0.8733,,3.76,paypal,adyen,reversal,1,3,2023-06-17 00:00:00,2023-06-15,,,pending,,1,0,manual,2023-06-26 00:00:00,manual fix
PMT000236,INV00167,AC027,,245.03,usd,1.118,241.58,4.76,card,adyen,refund,0,1,2023-05-28 00:00:00,2023-05-26,2023-05-30,,pending,0.0,1,1,crm,2023-06-02 00:00:00,retry attempt
PMT000237,INV00315,AC033,,0.0,USD,1.1052,,0.09,stripe_cc,adyen,charge,0,1,2024-03-28 00:00:00,,2024-03-30,2024-04-01,failed,,0,1,billing_sys,2024-04-01 00:00:00,
PMT000238,INV00205,AC048,SUB00060,0.0,USD,,390.88,2.9,paypal,stripe,reversal,0,1,2023-03-09 00:00:00,,,,failed,,0,0,manual,2023-03-12 00:00:00,manual fix
PMT000239,INV00604,AC048,SUB00220,460.64,usd,1.1925,458.07,2.04,paypal,stripe,refund,0,2,2023-06-25 00:00:00,2023-06-23,,2023-07-02,reversed,1.0,1,0,billing_sys,2023-06-30 00:00:00,customer dispute
PMT000240,INV00418,AC075,SUB00877,159.44,usd,1.1579,154.74,1.84,card,braintree,refund,0,4,2023-04-29 00:00:00,2023-05-03,,,reversed,,0,0,billing_sys,2023-05-05 00:00:00,customer dispute
PMT000241,INV00347,AC052,SUB00828,88.52,USD,,86.02,3.82,paypal,braintree,refund,1,4,2024-08-27 00:00:00,2024-08-26,,,pending,1.0,1,1,billing_sys,2024-09-03 00:00:00,
PMT000242,,AC014,SUB01021,471.49,USD,0.9531,470.73,3.11,card,stripe,reversal,1,4,2023-05-06 00:00:00,2023-05-08,,,success,,1,1,manual,2023-05-10 00:00:00,
PMT000243,INV00323,AC097,SUB00074,440.66,USD,,436.76000000000005,4.42,bank,adyen,refund,0,3,2023-12-18 00:00:00,2023-12-16,,2024-01-01,success,1.0,0,1,manual,2023-12-26 00:00:00,
PMT000244,INV00606,AC097,SUB00723,255.81,EUR,0.8113,,4.18,paypal,braintree,reversal,0,3,2024-08-08 00:00:00,2024-08-13,,,reversed,1.0,1,1,crm,2024-08-13 00:00:00,
PMT000245,INV00118,AC087,,298.3,EUR,,296.19,2.57,stripe_cc,adyen,charge,1,1,2024-11-08 00:00:00,2024-11-09,,,success,1.0,1,1,manual,2024-11-09 00:00:00,customer dispute
PMT000246,INV00307,AC094,SUB00414,383.63,,1.1896,,4.25,bank,adyen,refund,0,3,2023-04-13 00:00:00,2023-04-14,,,pending,1.0,0,0,manual,2023-04-22 00:00:00,
PMT000247,INV00815,AC020,SUB00619,267.88,EUR,1.016,265.87,3.12,stripe_cc,braintree,reversal,0,1,2024-08-29 00:00:00,2024-09-01,,,reversed,,0,1,billing_sys,2024-09-08 00:00:00,customer dispute
PMT000248,INV00152,AC062,,0.0,EUR,0.9641,30.080000000000002,3.17,stripe_cc,adyen,refund,0,3,2023-10-02 00:00:00,2023-10-06,,,failed,0.0,1,0,billing_sys,2023-10-04 00:00:00,retry attempt
PMT000249,INV00038,AC052,,245.26,usd,,243.87,2.75,card,braintree,refund,0,1,2023-01-29 00:00:00,2023-01-30,,,reversed,0.0,1,1,billing_sys,2023-02-04 00:00:00,manual fix
PMT000250,INV00753,AC129,SUB01069,0.0,EUR,0.8361,418.29,1.57,stripe_cc,braintree,reversal,0,4,2024-11-18 00:00:00,2024-11-17,,,failed,0.0,0,0,crm,2024-11-25 00:00:00,customer dispute
PMT000251,INV00487,AC175,,474.61,EUR,1.1748,471.03000000000003,4.11,card,braintree,reversal,0,1,2023-09-18 00:00:00,2023-09-16,,,pending,,0,1,manual,2023-09-24 00:00:00,manual fix
PMT000252,INV00398,AC003,SUB00805,0.0,EUR,1.1745,268.28999999999996,4.3,bank,adyen,reversal,1,4,2024-10-16 00:00:00,2024-10-19,,,failed,1.0,0,1,crm,2024-10-22 00:00:00,manual fix
PMT000253,INV00747,AC141,SUB00929,255.64,USD,1.0565,,2.22,bank,stripe,refund,0,3,2024-03-08 00:00:00,2024-03-07,,,pending,0.0,0,0,billing_sys,2024-03-16 00:00:00,retry attempt
PMT000254,INV00704,AC152,SUB00578,0.0,usd,,239.82,1.89,bank,stripe,charge,0,1,2024-08-31 00:00:00,2024-09-04,,,failed,0.0,1,0,billing_sys,2024-09-06 00:00:00,
