subtotal_amt,billing_period_start,created_at,currency,line_item_cnt,invoice_id,invoice_date,invoice_status,amount_paid,discount_amt,paid_dt,invoice_num,writeoff_flg,acct_id,subscription_id,billing_period_end,total_amt,amount_due,billing_freq_cd,due_dt,proration_flg,tax_amt
,2022-02-11,2022-02-11,USD,0.0,157,2022-02-12,unpaid,99.0,0.0,,INV-368096,True,AC180,161,2022-03-13,,99.0,M,2021-11-14,True,2.9
199.0,2024-03-19,2024-03-19,,3.0,158,2024-03-20,unpaid,0.0,20.0,2022-10-22,INV-366865,True,AC159,87,2024-04-18,181.9,99.0,annual,2020-11-09,True,2.9
49.0,2023-04-10,2023-04-10,,,159,2023-04-11,Paid,,5.0,2022-04-08,INV-297146,True,AC169,43,2023-05-10,,,annual,2022-06-16,False,
29.0,2022-07-12,2022-07-12,,1.0,160,2022-07-13,Paid,0.0,0.0,2024-04-17,INV-448360,,,479,2022-08-11,38.9,,Y,2021-08-25,False,9.9
29.0,2021-10-11,2021-10-11,EUR,2.0,161,2021-10-12,Paid,29.0,,,INV-719295,,AC102,280,2021-11-10,,,Y,2023-03-19,True,
29.0,2021-04-23,2021-04-23,USD,1.0,162,2021-04-24,failed,99.0,,2021-03-01,INV-162249,True,AC159,272,2021-05-23,,29.0,annual,2023-05-20,True,4.9
99.0,2024-09-21,2024-09-21,EUR,3.0,163,2024-09-22,paid,99.0,0.0,,INV-912326,,AC023,514,2024-10-21,99.0,29.0,monthly,2023-11-15,True,0.0
29.0,2020-08-30,2020-08-30,EUR,3.0,164,2020-08-31,failed,29.0,5.0,2024-08-03,INV-993316,,AC041,74,2020-09-29,28.9,99.0,,2024-04-30,,4.9
49.0,2021-02-06,2021-02-06,,2.0,165,2021-02-07,unpaid,99.0,20.0,2024-10-29,INV-260819,True,AC019,338,2021-03-08,31.9,99.0,M,2024-10-18,True,2.9
49.0,2023-12-16,2023-12-16,,3.0,166,2023-12-17,failed,29.0,20.0,2023-02-04,INV-178742,True,AC052,142,2024-01-15,33.9,99.0,M,2023-02-27,True,4.9
29.0,2024-08-11,2024-08-11,USD,2.0,167,2024-08-12,Paid,0.0,20.0,2022-04-13,INV-103059,,AC061,355,2024-09-10,9.0,,annual,2023-05-18,True,0.0
,2023-09-01,2023-09-01,EUR,0.0,168,2023-09-02,unpaid,0.0,5.0,,INV-535552,False,AC165,525,2023-10-01,,49.0,,2022-08-25,True,
29.0,2024-01-21,2024-01-21,usd,0.0,169,2024-01-22,Paid,49.0,10.0,,INV-817194,False,AC180,215,2024-02-20,49.0,,,2022-04-27,False,2.9
29.0,2021-11-28,2021-11-28,usd,1.0,170,2021-11-29,Paid,49.0,20.0,2020-09-15,INV-274376,False,AC081,88,2021-12-28,18.9,99.0,,2021-12-21,True,9.9
49.0,2021-03-05,2021-03-05,USD,3.0,171,2021-03-06,failed,,20.0,2024-12-05,INV-285398,True,AC104,450,2021-04-04,49.0,,annual,2023-09-06,True,
29.0,2020-10-11,2020-10-11,usd,2.0,172,2020-10-12,failed,29.0,5.0,,INV-131218,False,AC004,132,2020-11-10,24.0,99.0,M,2024-06-04,,0.0
29.0,2021-11-26,2021-11-26,usd,2.0,173,2021-11-27,failed,0.0,20.0,,INV9278,,AC116,231,2021-12-26,99.0,,annual,2020-10-31,False,4.9
29.0,2021-10-29,2021-10-29,EUR,3.0,174,2021-10-30,failed,49.0,20.0,2020-06-29,INV-481138,True,AC037,24,2021-11-28,29.0,29.0,Y,2022-06-16,True,0.0
199.0,2023-03-09,2023-03-09,usd,1.0,175,2023-03-10,paid,49.0,20.0,,INV-417449,,AC146,401,2023-04-08,,,annual,2022-08-21,False,4.9
99.0,2022-12-30,2022-12-30,USD,0.0,176,2022-12-31,failed,0.0,,,INV-504629,,AC154,396,2023-01-29,,49.0,monthly,2023-02-23,False,4.9
49.0,2023-03-12,2023-03-12,EUR,3.0,177,2023-03-13,paid,29.0,10.0,,INV-628008,True,AC125,463,2023-04-11,43.9,99.0,annual,2020-12-02,False,4.9
199.0,2023-10-14,2023-10-14,usd,2.0,178,2023-10-15,paid,,5.0,,INV-321398,True,AC092,182,2023-11-13,203.9,29.0,M,2021-02-06,True,9.9
99.0,2021-01-17,2021-01-17,,1.0,179,2021-01-18,unpaid,0.0,10.0,2023-12-21,INV-900541,,AC064,204,2021-02-16,99.0,29.0,M,2020-05-05,True,4.9
99.0,2021-04-22,2021-04-22,USD,3.0,180,2021-04-23,failed,0.0,,2020-03-27,INV-968415,False,AC159,299,2021-05-22,,29.0,Y,2023-05-13,True,
,2022-11-27,2022-11-27,usd,0.0,181,2022-11-28,Paid,99.0,10.0,2021-09-09,INV-818050,,AC006,12,2022-12-27,,49.0,annual,2022-02-26,,2.9
49.0,2020-11-17,2020-11-17,usd,3.0,182,2020-11-18,Paid,,10.0,,INV-730780,True,AC041,114,2020-12-17,48.9,49.0,annual,2024-03-31,,9.9
29.0,2024-03-01,2024-03-01,EUR,,183,2024-03-02,unpaid,49.0,0.0,2022-04-01,INV-515003,,AC109,71,2024-03-31,33.9,,,2021-08-10,False,4.9
49.0,2021-09-26,2021-09-26,,,184,2021-09-27,unpaid,49.0,,,INV-394791,True,AC033,443,2021-10-26,,,annual,2023-10-05,,0.0
99.0,2022-10-26,2022-10-26,USD,2.0,185,2022-10-27,unpaid,49.0,20.0,,INV-114196,,AC157,470,2022-11-25,79.0,99.0,annual,2021-02-19,,0.0
49.0,2022-07-01,2022-07-01,EUR,2.0,186,2022-07-02,failed,,5.0,2023-06-05,INV-834076,,AC105,66,2022-07-31,48.9,,annual,2020-06-04,True,4.9
49.0,2023-03-11,2023-03-11,USD,,187,2023-03-12,paid,0.0,,,INV-641988,,AC079,503,2023-04-10,29.0,,,2024-05-05,,0.0
49.0,2021-08-12,2021-08-12,usd,2.0,188,2021-08-13,unpaid,99.0,,2021-08-12,INV-721697,False,AC173,468,2021-09-11,,99.0,,2024-12-12,True,0.0
29.0,2022-04-30,2022-04-30,usd,1.0,189,2022-05-01,Paid,,5.0,,INV-408585,True,AC069,256,2022-05-30,,49.0,,2023-05-11,,2.9
49.0,2022-02-26,2022-02-26,USD,2.0,190,2022-02-27,unpaid,0.0,20.0,,INV-772922,False,AC160,188,2022-03-28,29.0,29.0,M,2021-02-07,,
,2024-11-17,2024-11-17,,3.0,191,2024-11-18,paid,,0.0,,INV-160007,False,AC152,162,2024-12-17,,99.0,M,2024-07-11,,0.0
,2023-11-30,2023-11-30,USD,,192,2023-12-01,failed,0.0,,2023-01-23,INV8294,False,AC063,223,2023-12-30,49.0,,Y,2023-01-16,True,
29.0,2020-06-05,2020-06-05,usd,1.0,193,2020-06-06,unpaid,0.0,,,INV-979857,False,AC104,108,2020-07-05,,99.0,Y,2020-09-04,,2.9
199.0,2021-06-01,2021-06-01,USD,0.0,194,2021-06-02,paid,0.0,20.0,,INV-663249,,AC034,213,2021-07-01,183.9,29.0,,,,4.9
29.0,2023-08-01,2023-08-01,usd,,195,2023-08-02,unpaid,99.0,10.0,2024-11-25,INV-753761,False,AC158,473,2023-08-31,29.0,,monthly,2021-06-22,False,4.9
199.0,2022-03-23,2022-03-23,USD,0.0,196,2022-03-24,unpaid,99.0,5.0,,INV-110701,False,AC124,39,2022-04-22,,29.0,monthly,2022-09-23,False,
,2021-10-31,2021-10-31,USD,2.0,197,2021-11-01,paid,0.0,,2020-12-24,INV-730767,True,AC106,476,2021-11-30,,,,2020-12-15,,2.9
29.0,2023-01-28,2023-01-28,usd,3.0,198,2023-01-29,failed,49.0,5.0,,INV-322595,,AC068,249,2023-02-27,,,annual,2022-06-17,,
,2024-09-19,2024-09-19,USD,2.0,199,2024-09-20,unpaid,29.0,0.0,2021-06-28,INV-989364,,AC078,166,2024-10-19,,49.0,Y,2024-10-09,False,
99.0,2021-08-25,2021-08-25,USD,3.0,200,2021-08-26,paid,49.0,5.0,2024-01-01,INV-564325,False,,128,2021-09-24,,,,2022-06-30,False,2.9
199.0,2023-10-19,2023-10-19,,2.0,201,2023-10-20,unpaid,0.0,10.0,,INV-282219,,AC175,280,2023-11-18,193.9,49.0,,2022-03-23,False,4.9
29.0,2021-03-19,2021-03-19,USD,3.0,202,2021-03-20,paid,0.0,10.0,,INV-446501,True,AC025,36,2021-04-18,49.0,49.0,Y,2020-03-19,False,
49.0,2022-03-10,2022-03-10,USD,2.0,203,2022-03-11,paid,29.0,10.0,2020-04-25,INV-425432,True,AC115,316,2022-04-09,,,M,2023-10-06,,
,2024-04-30,2024-04-30,,0.0,204,2024-05-01,unpaid,49.0,10.0,2021-04-07,INV2404,False,AC008,387,2024-05-30,,49.0,,2022-11-14,,4.9
199.0,2021-02-13,2021-02-13,USD,3.0,205,2021-02-14,paid,0.0,20.0,2024-10-21,INV-688254,False,AC072,94,2021-03-15,181.9,29.0,,2024-05-20,False,2.9
,2021-11-21,2021-11-21,USD,3.0,206,2021-11-22,unpaid,49.0,0.0,,INV-433306,False,AC065,197,2021-12-21,99.0,29.0,M,2021-11-03,True,4.9
,2024-01-22,2024-01-22,USD,1.0,207,2024-01-23,failed,0.0,20.0,2023-01-22,INV-442430,False,AC017,172,2024-02-21,49.0,29.0,,2022-08-22,False,4.9
99.0,2021-10-22,2021-10-22,usd,2.0,208,2021-10-23,Paid,,5.0,2022-12-07,INV-831743,False,AC038,195,2021-11-21,,49.0,,2021-05-03,,0.0
,2020-09-04,2020-09-04,,1.0,209,2020-09-05,failed,29.0,20.0,,INV-338416,True,AC042,238,2020-10-04,29.0,49.0,annual,2020-04-04,,9.9
199.0,2020-12-21,2020-12-21,USD,1.0,210,2020-12-22,Paid,99.0,10.0,2024-05-29,INV4766,,AC100,16,2021-01-20,198.9,,,2021-12-06,,9.9
49.0,2021-03-11,2021-03-11,,0.0,211,2021-03-12,failed,29.0,10.0,2024-10-13,INV-445111,False,AC118,470,2021-04-10,48.9,49.0,Y,2023-03-18,False,9.9
,2020-03-30,2020-03-30,,,212,2020-03-31,Paid,0.0,5.0,,INV-813538,,AC066,69,2020-04-29,,49.0,,2024-08-19,True,2.9
29.0,2020-07-27,2020-07-27,USD,2.0,213,2020-07-28,failed,99.0,10.0,2021-10-21,INV-588590,False,AC019,550,2020-08-26,28.9,49.0,,2021-09-13,,9.9
29.0,2023-07-16,2023-07-16,EUR,1.0,214,2023-07-17,failed,99.0,,2020-07-26,INV-372436,True,AC079,398,2023-08-15,,49.0,monthly,2022-04-02,True,0.0
,2024-10-09,2024-10-09,USD,3.0,215,2024-10-10,Paid,99.0,5.0,2021-09-04,INV-420459,,AC152,494,2024-11-08,,29.0,M,2020-01-06,,4.9
,2022-02-22,2022-02-22,USD,0.0,216,2022-02-23,unpaid,,5.0,2024-03-10,INV-701032,False,AC072,524,2022-03-24,,49.0,Y,2021-01-25,True,4.9
49.0,2020-02-13,2020-02-13,usd,3.0,217,2020-02-14,unpaid,49.0,0.0,2024-07-02,INV-948706,,AC177,128,2020-03-14,53.9,99.0,,2024-12-30,False,4.9
199.0,2023-06-23,2023-06-23,,2.0,218,2023-06-24,Paid,49.0,20.0,2023-09-04,INV-431181,,AC126,82,2023-07-23,183.9,29.0,annual,2022-03-21,True,4.9
49.0,2021-08-30,2021-08-30,EUR,2.0,219,2021-08-31,paid,0.0,5.0,2022-05-05,INV-945147,False,AC041,207,2021-09-29,,49.0,annual,2021-06-10,False,
99.0,2021-05-02,2021-05-02,,0.0,220,2021-05-03,failed,49.0,10.0,,INV-608628,True,AC165,455,2021-06-01,98.9,99.0,monthly,2022-07-13,True,9.9
,2023-08-11,2023-08-11,USD,0.0,221,2023-08-12,unpaid,99.0,,2024-05-09,INV-431625,False,AC084,41,2023-09-10,99.0,,Y,2020-06-26,False,4.9
,2024-09-30,2024-09-30,EUR,1.0,222,2024-10-01,paid,49.0,10.0,2023-11-29,INV-316167,False,AC090,340,2024-10-30,,99.0,M,,,9.9
99.0,2023-09-23,2023-09-23,usd,0.0,223,2023-09-24,failed,,5.0,2020-07-01,INV-235916,,AC111,255,2023-10-23,49.0,49.0,M,2024-11-06,,9.9
29.0,2021-01-10,2021-01-10,usd,,224,2021-01-11,paid,29.0,20.0,2023-08-05,INV-713716,False,AC166,453,2021-02-09,,29.0,,2022-01-19,,
29.0,2021-01-29,2021-01-29,EUR,2.0,225,2021-01-30,paid,49.0,0.0,2020-01-02,INV-742870,,AC076,54,2021-02-28,38.9,49.0,Y,2024-07-24,,9.9
99.0,2020-12-21,2020-12-21,USD,0.0,226,2020-12-22,Paid,,0.0,2020-03-18,INV8306,True,AC067,210,2021-01-20,101.9,49.0,M,2024-01-19,,2.9
29.0,2024-01-24,2024-01-24,EUR,1.0,227,2024-01-25,unpaid,49.0,0.0,,INV-867262,,AC156,479,2024-02-23,29.0,99.0,Y,2020-08-02,False,9.9
49.0,2022-05-18,2022-05-18,,3.0,228,2022-05-19,Paid,99.0,10.0,,INV-544708,True,AC152,181,2022-06-17,41.9,49.0,monthly,2022-10-25,True,2.9
,2023-07-25,2023-07-25,USD,,229,2023-07-26,failed,0.0,10.0,,INV-830359,True,AC086,207,2023-08-24,29.0,99.0,monthly,2023-12-16,False,4.9
99.0,2022-03-26,2022-03-26,usd,1.0,230,2022-03-27,Paid,0.0,20.0,,INV-474187,True,AC110,387,2022-04-25,99.0,49.0,monthly,2024-08-30,True,2.9
49.0,2022-10-31,2022-10-31,USD,3.0,231,2022-11-01,Paid,0.0,0.0,2022-08-14,INV-968845,True,AC016,444,2022-11-30,58.9,49.0,,2024-05-10,True,9.9
29.0,2022-05-25,2022-05-25,EUR,0.0,232,2022-05-26,unpaid,,20.0,,INV-439644,,AC175,86,2022-06-24,49.0,99.0,Y,2021-07-25,False,
,2021-06-10,2021-06-10,usd,0.0,233,2021-06-11,failed,99.0,10.0,,INV-550273,True,AC077,390,2021-07-10,,,monthly,2024-03-24,False,4.9
199.0,2022-02-07,2022-02-07,EUR,,234,2022-02-08,Paid,99.0,,,INV-187897,True,AC037,493,2022-03-09,,29.0,Y,2022-10-10,,
99.0,2021-02-04,2021-02-04,USD,2.0,235,2021-02-05,failed,29.0,5.0,2023-06-19,INV-711950,False,AC064,159,2021-03-06,94.0,49.0,annual,2021-11-18,True,0.0
49.0,2022-10-03,2022-10-03,,,236,2022-10-04,Paid,0.0,20.0,2022-10-12,INV-871980,True,AC179,415,2022-11-02,33.9,,Y,2020-03-31,True,4.9
49.0,2022-09-29,2022-09-29,USD,3.0,237,2022-09-30,paid,0.0,20.0,,INV-287153,True,AC100,316,2022-10-29,29.0,29.0,Y,2024-10-14,,9.9
29.0,2022-02-27,2022-02-27,,3.0,238,2022-02-28,failed,0.0,20.0,,INV-957064,False,AC028,167,2022-03-29,13.899999999999999,49.0,M,2023-09-01,True,4.9
99.0,2022-11-09,2022-11-09,usd,3.0,239,2022-11-10,Paid,29.0,,2023-03-29,INV-942280,,AC042,501,2022-12-09,,99.0,annual,2023-05-23,True,
29.0,2024-02-15,2024-02-15,USD,1.0,240,2024-02-16,failed,0.0,0.0,2022-05-20,INV-184031,,AC013,253,2024-03-16,33.9,49.0,annual,,False,4.9
,2023-07-16,2023-07-16,usd,3.0,241,2023-07-17,unpaid,99.0,0.0,,INV-747569,False,AC046,29,2023-08-15,,49.0,annual,2020-03-22,False,4.9
29.0,2021-06-04,2021-06-04,USD,,242,2021-06-05,paid,29.0,20.0,,INV3527,False,AC034,254,2021-07-04,13.899999999999999,49.0,annual,2022-01-26,,4.9
199.0,2023-08-12,2023-08-12,USD,1.0,243,2023-08-13,unpaid,,5.0,2022-05-05,INV-143158,False,AC003,394,2023-09-11,198.9,,,2024-01-06,False,4.9
,2024-11-29,2024-11-29,,3.0,244,2024-11-30,failed,0.0,5.0,2023-01-30,INV-890197,,AC142,434,2024-12-29,49.0,49.0,monthly,2023-03-28,False,4.9
49.0,2022-10-22,2022-10-22,,0.0,245,2022-10-23,Paid,,5.0,2021-09-16,INV-411744,,AC138,546,2022-11-21,53.9,,Y,2020-08-13,False,9.9
29.0,2024-03-21,2024-03-21,,3.0,246,2024-03-22,unpaid,,10.0,2020-11-01,INV-630236,,AC167,92,2024-04-20,23.9,29.0,monthly,2020-07-04,True,4.9
29.0,2021-07-04,2021-07-04,USD,2.0,247,2021-07-05,unpaid,99.0,,2020-04-20,INV-849820,,AC126,215,2021-08-03,,,annual,2023-11-27,,2.9
29.0,2024-07-29,2024-07-29,USD,3.0,248,2024-07-30,Paid,29.0,10.0,2024-10-16,INV-755830,True,AC064,504,2024-08-28,23.9,29.0,Y,2021-07-10,True,4.9
29.0,2022-12-11,2022-12-11,EUR,0.0,249,2022-12-12,unpaid,0.0,5.0,2022-01-09,INV-345178,True,AC179,427,2023-01-10,33.9,99.0,M,2022-04-01,True,9.9
29.0,2022-02-06,2022-02-06,usd,0.0,250,2022-02-07,unpaid,49.0,20.0,,INV-316072,,,191,2022-03-08,9.0,49.0,monthly,2024-10-24,False,0.0
199.0,2022-10-26,2022-10-26,EUR,1.0,251,2022-10-27,unpaid,,0.0,2024-09-30,INV-272087,True,AC069,113,2022-11-25,203.9,,monthly,2022-12-21,True,4.9
99.0,2021-02-15,2021-02-15,,0.0,252,2021-02-16,Paid,49.0,5.0,2020-11-29,INV6642,,AC152,61,2021-03-17,49.0,49.0,annual,,,9.9
99.0,2022-06-21,2022-06-21,,2.0,253,2022-06-22,paid,29.0,20.0,,INV-991665,False,,112,2022-07-21,83.9,49.0,M,2021-10-26,False,4.9
199.0,2022-02-12,2022-02-12,,0.0,254,2022-02-13,paid,29.0,10.0,2023-04-11,INV-296574,,AC038,128,2022-03-14,189.0,99.0,M,2024-03-08,,0.0
199.0,2023-04-14,2023-04-14,USD,1.0,255,2023-04-15,paid,0.0,5.0,,INV-189374,False,AC144,241,2023-05-14,203.9,,monthly,2024-02-03,,9.9
99.0,2020-05-05,2020-05-05,USD,2.0,256,2020-05-06,paid,,5.0,,INV-974053,False,AC044,273,2020-06-04,94.0,29.0,,,,0.0
199.0,2021-03-08,2021-03-08,,3.0,257,2021-03-09,Paid,0.0,10.0,2021-12-25,INV-138581,,AC118,535,2021-04-07,198.9,29.0,,2024-11-27,,9.9
,2022-08-27,2022-08-27,,2.0,258,2022-08-28,failed,99.0,,2024-05-01,INV-327904,,AC091,346,2022-09-26,,,annual,2021-12-09,,9.9
49.0,2021-10-07,2021-10-07,usd,,259,2021-10-08,paid,0.0,,2021-12-30,INV-688595,False,AC068,246,2021-11-06,,99.0,,2022-07-12,True,9.9
,2021-12-30,2021-12-30,usd,1.0,260,2021-12-31,Paid,29.0,,2022-02-10,INV-673825,False,AC055,339,2022-01-29,,29.0,M,2020-09-21,False,2.9
29.0,2024-01-25,2024-01-25,USD,0.0,261,2024-01-26,failed,,,2024-03-15,INV6377,,AC106,143,2024-02-24,29.0,29.0,monthly,,True,4.9
99.0,2023-12-03,2023-12-03,usd,2.0,262,2023-12-04,Paid,0.0,,,INV3144,,AC162,255,2024-01-02,,99.0,Y,,,2.9
199.0,2023-09-14,2023-09-14,USD,1.0,263,2023-09-15,failed,99.0,10.0,,INV4613,,AC171,193,2023-10-14,193.9,29.0,,2024-07-11,False,4.9
49.0,2024-11-23,2024-11-23,EUR,0.0,264,2024-11-24,Paid,0.0,0.0,2020-05-30,INV2994,True,AC005,47,2024-12-23,53.9,99.0,annual,2023-10-10,False,4.9
99.0,2022-03-30,2022-03-30,usd,0.0,265,2022-03-31,paid,0.0,0.0,2020-04-18,INV-700228,False,AC008,84,2022-04-29,103.9,99.0,annual,2020-03-21,,4.9
,2024-02-12,2024-02-12,EUR,0.0,266,2024-02-13,unpaid,,20.0,,INV-121340,False,AC041,395,2024-03-13,,99.0,Y,2020-03-22,,2.9
99.0,2024-11-16,2024-11-16,usd,2.0,267,2024-11-17,paid,49.0,5.0,,INV-474428,True,AC170,533,2024-12-16,103.9,29.0,,2022-12-12,,9.9
99.0,2021-09-09,2021-09-09,USD,,268,2021-09-10,Paid,0.0,0.0,,INV5212,False,AC143,479,2021-10-09,101.9,49.0,monthly,2023-07-28,True,2.9
99.0,2023-09-19,2023-09-19,EUR,2.0,269,2023-09-20,paid,49.0,10.0,,INV-806672,True,AC099,247,2023-10-19,93.9,49.0,,2024-06-21,True,4.9
199.0,2020-08-04,2020-08-04,,0.0,270,2020-08-05,Paid,49.0,,,INV-215255,True,AC088,446,2020-09-03,,29.0,annual,2020-10-15,,2.9
,2024-04-18,2024-04-18,usd,2.0,271,2024-04-19,paid,99.0,0.0,,INV-796293,True,AC178,288,2024-05-18,,49.0,monthly,2021-06-19,True,0.0
,2023-09-24,2023-09-24,,2.0,272,2023-09-25,unpaid,29.0,0.0,,INV-697055,False,AC007,140,2023-10-24,,,M,2024-07-07,False,9.9
49.0,2023-03-25,2023-03-25,usd,,273,2023-03-26,Paid,0.0,10.0,2023-03-12,INV-697590,,AC033,67,2023-04-24,,99.0,Y,2021-07-31,,
199.0,2024-07-13,2024-07-13,USD,1.0,274,2024-07-14,failed,99.0,20.0,,INV-738108,True,AC058,239,2024-08-12,181.9,49.0,Y,,True,2.9
99.0,2020-06-28,2020-06-28,EUR,3.0,275,2020-06-29,paid,99.0,10.0,,INV-341893,False,AC130,115,2020-07-28,98.9,29.0,M,2023-09-09,True,9.9
,2023-03-19,2023-03-19,usd,2.0,276,2023-03-20,paid,99.0,,2022-10-31,INV-712123,True,AC090,377,2023-04-18,,49.0,M,2024-08-27,False,9.9
99.0,2021-09-28,2021-09-28,usd,3.0,277,2021-09-29,failed,0.0,20.0,2022-08-15,INV-458026,,AC063,64,2021-10-28,88.9,49.0,,2024-05-11,,9.9
29.0,2024-04-28,2024-04-28,EUR,0.0,278,2024-04-29,paid,,20.0,2020-04-05,INV-957179,True,AC012,374,2024-05-28,29.0,49.0,Y,,True,4.9
,2022-03-20,2022-03-20,EUR,3.0,279,2022-03-21,failed,99.0,20.0,2021-11-05,INV2784,,AC059,10,2022-04-19,,,Y,2023-08-05,,4.9
49.0,2024-09-10,2024-09-10,EUR,1.0,280,2024-09-11,failed,0.0,,,INV-963289,True,AC175,225,2024-10-10,,,annual,2021-02-20,True,9.9
29.0,2020-10-25,2020-10-25,USD,,281,2020-10-26,failed,99.0,,,INV-613132,True,AC145,36,2020-11-24,,99.0,monthly,2020-09-12,False,0.0
99.0,2024-10-02,2024-10-02,,1.0,282,2024-10-03,Paid,0.0,5.0,2021-11-08,INV-107965,,AC046,490,2024-11-01,99.0,49.0,monthly,2020-02-25,,9.9
199.0,2020-04-30,2020-04-30,EUR,2.0,283,2020-05-01,paid,49.0,,,INV5981,,AC069,342,2020-05-30,,49.0,monthly,2022-06-26,False,4.9
29.0,2024-11-07,2024-11-07,,1.0,284,2024-11-08,unpaid,0.0,10.0,,INV-865666,True,AC113,184,2024-12-07,23.9,,annual,2020-11-02,,4.9
199.0,2020-02-14,2020-02-14,usd,,285,2020-02-15,failed,0.0,,,INV6458,False,AC016,402,2020-03-15,29.0,99.0,,,True,9.9
49.0,2024-03-31,2024-03-31,,2.0,286,2024-04-01,failed,29.0,0.0,,INV-265742,True,AC118,401,2024-04-30,53.9,,Y,2023-09-19,,4.9
99.0,2023-11-27,2023-11-27,EUR,2.0,287,2023-11-28,failed,29.0,20.0,2024-05-16,INV-632802,,AC062,200,2023-12-27,83.9,,annual,2023-04-14,,4.9
29.0,2024-03-20,2024-03-20,EUR,3.0,288,2024-03-21,unpaid,0.0,,,INV-868374,True,AC124,56,2024-04-19,,99.0,,2022-05-25,True,9.9
199.0,2022-06-23,2022-06-23,EUR,0.0,289,2022-06-24,unpaid,49.0,10.0,2021-02-17,INV-828185,True,AC153,495,2022-07-23,,99.0,Y,2020-04-18,,0.0
29.0,2024-07-05,2024-07-05,USD,1.0,290,2024-07-06,unpaid,99.0,5.0,2021-04-21,INV-215524,True,AC173,201,2024-08-04,24.0,29.0,annual,2024-09-03,,0.0
49.0,2022-02-10,2022-02-10,USD,,291,2022-02-11,failed,29.0,0.0,,INV-414029,,AC173,438,2022-03-12,51.9,49.0,annual,2023-05-07,True,2.9
,2022-08-28,2022-08-28,,3.0,292,2022-08-29,Paid,29.0,20.0,,INV-117402,True,AC006,184,2022-09-27,99.0,29.0,annual,2024-04-11,,2.9
49.0,2020-10-31,2020-10-31,USD,1.0,293,2020-11-01,unpaid,29.0,20.0,2022-06-27,INV-272722,False,AC160,414,2020-11-30,38.9,49.0,,2022-08-30,,9.9
49.0,2022-03-23,2022-03-23,EUR,3.0,294,2022-03-24,Paid,,,,INV-297304,True,AC108,501,2022-04-22,29.0,99.0,annual,,,
199.0,2024-05-07,2024-05-07,,2.0,295,2024-05-08,Paid,0.0,,2024-07-14,INV-716697,False,AC165,92,2024-06-06,,,Y,2022-04-17,False,
,2022-01-22,2022-01-22,USD,0.0,296,2022-01-23,paid,29.0,0.0,2021-07-18,INV-941264,,AC179,12,2022-02-21,99.0,29.0,,2020-05-17,True,9.9
99.0,2022-09-28,2022-09-28,usd,3.0,297,2022-09-29,failed,29.0,,,INV-875329,,AC076,522,2022-10-28,,49.0,M,2021-01-25,False,4.9
29.0,2023-11-21,2023-11-21,usd,1.0,298,2023-11-22,Paid,0.0,,2024-03-05,INV-686320,,AC067,97,2023-12-21,,49.0,annual,2023-07-17,False,9.9
49.0,2021-09-03,2021-09-03,USD,1.0,299,2021-09-04,unpaid,99.0,20.0,,INV-373948,False,,129,2021-10-03,38.9,29.0,monthly,2023-11-09,True,9.9
49.0,2022-04-10,2022-04-10,usd,1.0,300,2022-04-11,paid,,0.0,2024-03-15,INV-908758,,AC093,21,2022-05-10,,,Y,2024-08-21,,
49.0,2022-11-28,2022-11-28,EUR,1.0,301,2022-11-29,unpaid,29.0,5.0,2024-11-20,INV-245662,False,AC146,128,2022-12-28,,49.0,,2023-02-11,False,4.9
199.0,2020-01-11,2020-01-11,USD,3.0,302,2020-01-12,unpaid,29.0,10.0,,INV-529752,True,,458,2020-02-10,191.9,99.0,Y,2023-06-30,,2.9
,2023-03-23,2023-03-23,,,303,2023-03-24,paid,29.0,5.0,,INV-358703,False,AC028,212,2023-04-22,,49.0,Y,2022-04-13,True,
99.0,2020-06-22,2020-06-22,EUR,1.0,304,2020-06-23,Paid,99.0,0.0,2024-04-05,INV-473300,,AC040,128,2020-07-22,101.9,99.0,annual,2024-09-14,False,2.9
,2023-09-09,2023-09-09,USD,0.0,305,2023-09-10,failed,99.0,10.0,2023-04-08,INV-719167,True,AC021,1,2023-10-09,,49.0,annual,2020-04-15,True,2.9
29.0,2023-09-11,2023-09-11,usd,1.0,306,2023-09-12,failed,49.0,10.0,2022-04-11,INV2876,True,AC021,547,2023-10-11,21.9,,Y,2021-01-13,True,2.9
199.0,2022-12-06,2022-12-06,USD,2.0,307,2022-12-07,unpaid,29.0,0.0,,INV-993516,,AC171,361,2023-01-05,99.0,49.0,M,2020-07-18,True,9.9
199.0,2020-03-16,2020-03-16,EUR,1.0,308,2020-03-17,unpaid,99.0,20.0,2024-09-03,INV-573299,False,AC040,193,2020-04-15,,49.0,monthly,2020-07-27,False,
199.0,2023-05-18,2023-05-18,EUR,0.0,309,2023-05-19,Paid,99.0,5.0,,INV-494943,False,,222,2023-06-17,203.9,99.0,M,2020-12-01,False,9.9
,2020-06-01,2020-06-01,EUR,1.0,310,2020-06-02,Paid,0.0,10.0,,INV-306773,False,AC008,262,2020-07-01,29.0,99.0,Y,2020-07-30,,4.9
,2022-07-23,2022-07-23,EUR,2.0,311,2022-07-24,unpaid,0.0,20.0,2024-05-16,INV-926700,,AC005,86,2022-08-22,49.0,99.0,Y,,False,4.9
,2020-05-24,2020-05-24,EUR,1.0,312,2020-05-25,Paid,99.0,20.0,,INV-745691,False,AC163,276,2020-06-23,,49.0,monthly,2021-08-19,False,2.9
